ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Nation,Nation,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,Geography,ID Geography,Slug Geography
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","559830","Military, rank not specified",2018,"2018","01000US","United States","true","true",9097,2338.6562439542595,44341.175662306254,8302.444330418164,119,"military-rank-not-specified","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499021","Heating, air conditioning, & refrigeration mechanics & installers",2018,"2018","01000US","United States","true","true",8634,2278.514109423066,52699.19735927728,6965.934971719986,70,"heating-air-conditioning-refrigeration-mechanics-installers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493090","Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",2018,"2018","01000US","United States","true","true",3499,1451.5516034125026,32451.47470705916,4858.716555076001,29,"miscellaneous-vehicle-mobile-equipment-mechanics-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","111021","General & operations managers",2018,"2018","01000US","United States","true","true",24034,3793.253466734815,100650.49259382542,12909.359142411142,247,"general-operations-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499031","Home appliance repairers",2018,"2018","01000US","United States","true","true",780,685.6055388466306,44213.3717948718,13116.809478162042,8,"home-appliance-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493050","Small engine mechanics",2018,"2018","01000US","United States","true","true",738,666.8954710225931,42158.15311653117,19439.33558060206,8,"small-engine-mechanics","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493040","Heavy vehicle & mobile equipment service technicians & mechanics",2018,"2018","01000US","United States","true","true",7317,2097.939750036811,56533.90118901189,8745.931419948913,71,"heavy-vehicle-mobile-equipment-service-technicians-mechanics","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","1110XX","Chief executives & legislators",2018,"2018","01000US","United States","true","true",27927,4086.6831029728496,170619.14813621226,21748.823404592025,304,"chief-executives-legislators","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493031","Bus & truck mechanics & diesel engine specialists",2018,"2018","01000US","United States","true","true",6197,1931.016162553306,57174.11441019848,6749.209287674188,63,"bus-truck-mechanics-diesel-engine-specialists","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493023","Automotive service technicians & mechanics",2018,"2018","01000US","United States","true","true",16391,3135.9707562708954,43514.856628637666,4163.034559319031,149,"automotive-service-technicians-mechanics","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493022","Automotive glass installers & repairers",2018,"2018","01000US","United States","true","true",475,535.0476867493417,32044.793684210526,10566.106396421183,6,"automotive-glass-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112011","Advertising & promotions managers",2018,"2018","01000US","United States","true","true",909,740.1181607039322,95443.99119911992,42049.131000608955,10,"advertising-promotions-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493021","Automotive body & related repairers",2018,"2018","01000US","United States","true","true",2454,1215.7990428801133,46107.80399348003,9397.300723755381,20,"automotive-body-related-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493011","Aircraft mechanics & service technicians",2018,"2018","01000US","United States","true","true",13832,2881.83461721331,73424.79229323308,10158.104229008686,137,"aircraft-mechanics-service-technicians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112021","Marketing managers",2018,"2018","01000US","United States","true","true",13575,2855.040496061115,110762.9485082873,20972.436212145512,138,"marketing-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112022","Sales managers",2018,"2018","01000US","United States","true","true",8843,2305.8586952137566,115579.19009385955,20667.11616595117,97,"sales-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112030","Public relations and fundraising managers",2018,"2018","01000US","United States","true","true",1723,1018.8539215925592,65598.82530470111,17726.875554230282,17,"public-relations-and-fundraising-managers","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","553010","Military enlisted tactical operations & air/weapons specialists & crew members",2018,"2018","01000US","United States","true","true",6313,1948.9735421615114,32475.73800095042,5862.52588968682,73,"military-enlisted-tactical-operations-airweapons-specialists-crew-members","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499044","Millwrights",2018,"2018","01000US","United States","true","true",1701,1012.3315836301964,68756.17283950618,17385.07824243555,19,"millwrights","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492098","Security & fire alarm systems installers",2018,"2018","01000US","United States","true","true",991,772.7711971732621,63672.78809283552,13593.482708454008,15,"security-fire-alarm-systems-installers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492097","Electronic home entertainment equipment installers & repairers",2018,"2018","01000US","United States","true","true",784,687.3608661863755,55229.552295918365,15427.682067158325,9,"electronic-home-entertainment-equipment-installers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2018,"2018","01000US","United States","true","true",6047,1907.5430198595943,52001.19613031255,9332.328138002946,61,"industrial-refractory-machinery-mechanics","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492091","Avionics technicians",2018,"2018","01000US","United States","true","true",1241,864.7382805807499,39040.40048348106,15588.379683574512,11,"avionics-technicians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113012","Administrative services managers",2018,"2018","01000US","United States","true","true",1166,838.2096590000607,130290.35763293311,102912.71837564204,15,"administrative-services-managers-113012","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113013","Facilities managers",2018,"2018","01000US","United States","true","true",2908,1323.4084780953237,61904.407840440166,15055.733267218027,33,"facilities-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492020","Radio & telecommunications equipment installers & repairers",2018,"2018","01000US","United States","true","true",2979,1339.453415866533,61044.69050016784,14187.763901555765,32,"radio-telecommunications-equipment-installers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492011","Computer, automated teller, & office machine repairers",2018,"2018","01000US","United States","true","true",3476,1446.7776846399834,41091.48993095512,10387.233877957298,32,"computer-automated-teller-office-machine-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","491011","Firstline supervisors of mechanics, installers, & repairers",2018,"2018","01000US","United States","true","true",6894,2036.5171134253758,63143.86480997969,9838.181036309386,74,"firstline-supervisors-of-mechanics-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113021","Computer & information systems managers",2018,"2018","01000US","United States","true","true",20145,3474.737289686372,141261.25857532886,17876.822074058084,199,"computer-information-systems-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499051","Electrical powerline installers & repairers",2018,"2018","01000US","United States","true","true",2295,1175.778732684255,97057.1220043573,21153.87634070111,30,"electrical-powerline-installers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","475032","Explosives workers, ordnance handling experts, and blasters",2018,"2018","01000US","United States","true","true",1010,780.1419348975382,42013.43366336633,22128.532219530392,12,"explosives-workers-ordnance-handling-experts-and-blasters","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113031","Financial managers",2018,"2018","01000US","United States","true","true",25609,3914.696282644386,104997.3964231325,16231.114790469806,256,"financial-managers","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","552010","Firstline enlisted military supervisors",2018,"2018","01000US","United States","true","true",5016,1737.5860376011894,59602.864234449764,10469.74756722932,45,"firstline-enlisted-military-supervisors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499052","Telecommunications line installers & repairers",2018,"2018","01000US","United States","true","true",2021,1103.4030795799672,57710.689262741216,18922.394401831414,19,"telecommunications-line-installers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","475020","Surface mining machine operators and earth drillers",2018,"2018","01000US","United States","true","true",444,517.2959383668361,52090.07207207207,34588.417041160494,7,"surface-mining-machine-operators-and-earth-drillers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113051","Industrial production managers",2018,"2018","01000US","United States","true","true",4699,1681.859467367763,86573.74207278145,17950.849069847518,48,"industrial-production-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","4740XX","Other construction and related workers",2018,"2018","01000US","United States","true","true",667,634.0110837999066,35897.58020989505,31106.904546829053,9,"other-construction-and-related-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474051","Highway maintenance workers",2018,"2018","01000US","United States","true","true",1866,1060.2696893817185,63916.59431939979,20077.08107582659,21,"highway-maintenance-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474041","Hazardous materials removal workers",2018,"2018","01000US","United States","true","true",1519,956.6667072583027,43686.55760368663,13756.673609518646,10,"hazardous-materials-removal-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113061","Purchasing managers",2018,"2018","01000US","United States","true","true",6070,1911.1610788884216,106554.607907743,30784.20740196189,61,"purchasing-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474021","Elevator installers & repairers",2018,"2018","01000US","United States","true","true",748,671.3975837385028,94855.94919786096,34843.121592298834,9,"elevator-installers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2018,"2018","01000US","United States","true","true",2673,1268.8508779038948,76796.84698840254,19145.84669781431,20,"construction-building-inspectors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499060","Precision instrument & equipment repairers",2018,"2018","01000US","United States","true","true",2661,1266.0016665093926,62052.36339721909,18979.80060003738,19,"precision-instrument-equipment-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113071","Transportation, storage, & distribution managers",2018,"2018","01000US","United States","true","true",6640,1998.7203717689165,59713.9828313253,8901.165180467542,61,"transportation-storage-distribution-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","473010","Helpers, construction trades",2018,"2018","01000US","United States","true","true",716,656.882126470043,46076.10335195531,23119.040524334552,7,"helpers-construction-trades","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2018,"2018","01000US","United States","true","true",2747,1286.281141707283,49127.68183472879,8495.044792476923,21,"brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472221","Structural iron & steel workers",2018,"2018","01000US","United States","true","true",589,595.7943155351813,62858.45500848896,20625.24078222959,7,"structural-iron-steel-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113121","Human resources managers",2018,"2018","01000US","United States","true","true",14561,2956.4965019969595,117536.0217018062,23189.141956629293,150,"human-resources-managers","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","551010","Military officer special & tactical operations leaders",2018,"2018","01000US","United States","true","true",4300,1608.9615287162535,76799.11418604651,11718.113176986382,28,"military-officer-special-tactical-operations-leaders","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472211","Sheet metal workers",2018,"2018","01000US","United States","true","true",4567,1658.0994556046803,64928.76045544121,26405.56486134116,34,"sheet-metal-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472181","Roofers",2018,"2018","01000US","United States","true","true",4251,1599.7789836859142,40640.65749235474,6198.313003663699,28,"roofers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113131","Training & development managers",2018,"2018","01000US","United States","true","true",1528,959.4954057250951,87092.52945026178,37860.09877786553,18,"training-development-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499071","Maintenance & repair workers, general",2018,"2018","01000US","United States","true","true",16657,3161.195216184387,61236.61511676772,12117.258122439129,165,"maintenance-repair-workers-general","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472152","Plumbers, pipefitters, and steamfitters",2018,"2018","01000US","United States","true","true",11542,2633.344955708117,61787.63888407555,9439.420929978369,101,"plumbers-pipefitters-and-steamfitters","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472140","Painters & paperhangers",2018,"2018","01000US","United States","true","true",11855,2668.6939928972147,40927.247743568114,4910.7422699503695,96,"painters-paperhangers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119013","Farmers, ranchers, & other agricultural managers",2018,"2018","01000US","United States","true","true",11031,2574.577885165667,50063.27767201523,15610.855964531527,120,"farmers-ranchers-other-agricultural-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499091","Coin, vending, & amusement machine servicers & repairers",2018,"2018","01000US","United States","true","true",1066,801.4715491847081,29569.983114446528,13437.587502080436,9,"coin-vending-amusement-machine-servicers-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472130","Insulation workers",2018,"2018","01000US","United States","true","true",1510,953.8296055500514,52918.55099337748,17453.445450251587,12,"insulation-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472121","Glaziers",2018,"2018","01000US","United States","true","true",968,763.7534518149,61456.68285123967,29765.767854976548,8,"glaziers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119021","Construction managers",2018,"2018","01000US","United States","true","true",23928,3784.936227995023,99503.93881644934,11740.39858540585,230,"construction-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499094","Locksmiths & safe repairers",2018,"2018","01000US","United States","true","true",435,512.0268823033927,37473.645977011496,16244.88104149308,6,"locksmiths-safe-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472111","Electricians",2018,"2018","01000US","United States","true","true",21610,3598.1190739356693,71065.39301249421,5910.176915423441,230,"electricians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119030","Education administrators",2018,"2018","01000US","United States","true","true",19935,3456.6816523316174,75482.31878605468,7753.217461088572,214,"education-administrators","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","5371XX","Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",2018,"2018","01000US","United States","true","true",1476,943.0345081738976,34637.41802168022,16551.18271260452,18,"miscellaneous-material-moving-workers-including-mine-shuttle-car-operators-tank-car-truck-ship-loaders","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472080","Drywall installers, ceiling tile installers, & tapers",2018,"2018","01000US","United States","true","true",3253,1399.6440754624111,52405.86166615432,12442.059964882092,26,"drywall-installers-ceiling-tile-installers-tapers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472070","Construction equipment operators",2018,"2018","01000US","United States","true","true",8670,2283.2477596097933,63977.87197231834,12227.564921673666,91,"construction-equipment-operators","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119041","Architectural & engineering managers",2018,"2018","01000US","United States","true","true",8327,2237.7358330360944,168533.25543412994,31413.044322062513,76,"architectural-engineering-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472061","Construction laborers",2018,"2018","01000US","United States","true","true",31954,4368.907791700668,43663.621393252804,4088.5487559720655,270,"construction-laborers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472050","Cement masons, concrete finishers, & terrazzo workers",2018,"2018","01000US","United States","true","true",798,693.4694922552446,69574.88220551379,31567.690665873026,8,"cement-masons-concrete-finishers-terrazzo-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499098","Helpersinstallation, maintenance, & repair workers ",2018,"2018","01000US","United States","true","true",825,705.1008459535685,23393.575757575756,21846.05942869302,6,"helpersinstallation-maintenance-repair-workers-","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119051","Food service managers",2018,"2018","01000US","United States","true","true",25163,3880.7035222308655,49486.08329690419,7318.5968698469105,183,"food-service-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119070","Entertainment and recreation managers",2018,"2018","01000US","United States","true","true",1418,924.3279230596271,50061.06840620592,40248.61983381596,14,"entertainment-and-recreation-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472040","Carpet, floor, & tile installers & finishers",2018,"2018","01000US","United States","true","true",3216,1391.6687174721726,45767.4138681592,12854.393184224411,23,"carpet-floor-tile-installers-finishers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2018,"2018","01000US","United States","true","true",29764,4217.849882781708,52213.643193119206,6868.418217587847,244,"carpenters","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2018,"2018","01000US","United States","true","true",16375,3134.44690095632,87537.34167938931,13961.06694896522,153,"firstline-supervisors-of-construction-trades-extraction-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","454020","Logging workers",2018,"2018","01000US","United States","true","true",1872,1061.9720365564008,34775.855235042734,11052.70565089154,23,"logging-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","4990XX","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2018,"2018","01000US","United States","true","true",3376,1425.8349721761756,28751.910841232228,8912.107526183663,30,"miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119081","Lodging managers",2018,"2018","01000US","United States","true","true",3472,1445.945822627129,63698.56365207373,25044.860379107995,38,"lodging-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","454011","Forest & conservation workers",2018,"2018","01000US","United States","true","true",749,671.846134318787,25084.634178905206,20015.02145276635,13,"forest-conservation-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","453031","Fishing and hunting workers",2018,"2018","01000US","United States","true","true",1899,1069.5989996194096,52650.583464981566,27477.469572858274,23,"fishing-and-hunting-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119111","Medical & health services managers",2018,"2018","01000US","United States","true","true",14794,2979.958778331707,91351.04157090712,15370.33653742687,151,"medical-health-services-managers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537081","Refuse & recyclable material collectors",2018,"2018","01000US","United States","true","true",2343,1188.0027890541635,31004.618011096885,9810.253425953568,20,"refuse-recyclable-material-collectors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","4520XX","Miscellaneous agricultural workers, including animal breeders",2018,"2018","01000US","United States","true","true",45280,5190.855323438688,24836.77058303887,1561.3926904534167,354,"miscellaneous-agricultural-workers-including-animal-breeders","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","452041","Graders & sorters, agricultural products",2018,"2018","01000US","United States","true","true",3459,1443.2389467201901,22371.431049436254,3412.159144759657,24,"graders-sorters-agricultural-products","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","511011","Firstline supervisors of production & operating workers",2018,"2018","01000US","United States","true","true",20059,3467.3547054245732,66531.73597886236,6848.793187941838,193,"firstline-supervisors-of-production-operating-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","452011","Agricultural inspectors",2018,"2018","01000US","United States","true","true",737,666.4435855972757,46543.35685210312,19137.613762987243,11,"agricultural-inspectors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","451011","Firstline supervisors of farming, fishing, & forestry workers",2018,"2018","01000US","United States","true","true",5838,1874.3436308406892,41642.7641315519,7177.794339146516,50,"firstline-supervisors-of-farming-fishing-forestry-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119141","Property, real estate, & community association managers",2018,"2018","01000US","United States","true","true",17193,3211.4102817142552,72849.82527772931,16064.438230767097,165,"property-real-estate-community-association-managers","Washington","04000US53","washington"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439XXX","Miscellaneous office & administrative support workers, including desktop publishers",2018,"2018","01000US","United States","true","true",14417,2941.9010885383773,44773.65589234931,7873.029983660087,137,"miscellaneous-office-administrative-support-workers-including-desktop-publishers","Washington","04000US53","washington"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439111","Statistical assistants",2018,"2018","01000US","United States","true","true",774,682.9640814150125,56792.334625323,26025.608826839976,10,"statistical-assistants","Washington","04000US53","washington"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439061","Office clerks, general",2018,"2018","01000US","United States","true","true",25942,3939.879702694279,33436.37753450004,3937.300578823128,268,"office-clerks-general","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119151","Social & community service managers",2018,"2018","01000US","United States","true","true",8977,2323.219628401164,65638.37128216554,11170.855227351745,86,"social-community-service-managers","Washington","04000US53","washington"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439051","Mail clerks & mail machine operators, except postal service",2018,"2018","01000US","United States","true","true",1349,901.5673112838322,21076.774647887323,4001.3090961926328,9,"mail-clerks-mail-machine-operators-except-postal-service","Washington","04000US53","washington"
